Strain,ST,ST_to_plot,CG_to_plot,carb_to_plot,Meropenem_MIC,ompK35_functionality,ompK36_functionality,Colistin_resistance,Col,Omp,Omp_simplified,Bla_carb,Bla_carb_simplified
EuSCAPE_AT022,ST258,ST258,CG258,KPC,16,Non-functional,Functional,Sensitive,-,OmpK35-25%,OmpK35-trunc,KPC-2,KPC mut
EuSCAPE_IT136,ST258,ST258,CG258,KPC,16,Non-functional,Functional,Sensitive,-,OmpK35-25%,OmpK35-trunc,KPC-2,KPC mut
EuSCAPE_GR003,ST258,ST258,CG258,KPC,16,Non-functional,Functional,Unknown,-,OmpK35-25%,OmpK35-trunc,KPC-2,KPC mut
EuSCAPE_GR149,ST258,ST258,CG258,KPC,16,Non-functional,Functional,Unknown,-,OmpK35-25%,OmpK35-trunc,KPC-2,KPC mut
EuSCAPE_IE024,ST258,ST258,CG258,KPC,16,Non-functional,Functional,Sensitive,-,OmpK35-25%,OmpK35-trunc,KPC-2,KPC mut
EuSCAPE_UK025,ST258,ST258,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%,OmpK35-trunc,KPC-2,KPC mut
EuSCAPE_IT128,ST258,ST258,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%,OmpK35-trunc,KPC-2,KPC mut
EuSCAPE_IT138,ST258,ST258,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%,OmpK35-trunc,KPC-2,KPC mut
EuSCAPE_IT142,ST258,ST258,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%,OmpK35-trunc,KPC-2,KPC mut
EuSCAPE_IT144,ST258,ST258,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%,OmpK35-trunc,KPC-2,KPC mut
EuSCAPE_IT148,ST258,ST258,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%,OmpK35-trunc,KPC-2,KPC mut
EuSCAPE_DE016,ST258,ST258,CG258,KPC,32,Non-functional,Functional,Resistant,MgrB-79%,OmpK35-25%,OmpK35-trunc,KPC-2,KPC mut
EuSCAPE_GR022,ST258,ST258,CG258,KPC,32,Non-functional,Non-functional,Sensitive,MgrB-60%,OmpK35-25%;OmpK36-79%,OmpK35-trunc;OmpK36-trunc,KPC-2,KPC mut
EuSCAPE_GR051,ST258,ST258,CG258,KPC,32,Non-functional,Functional,Sensitive,MgrB-60%,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-2,KPC mut
EuSCAPE_GR053,ST258,ST258,CG258,KPC,32,Non-functional,Functional,Sensitive,MgrB-60%,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-2,KPC mut
EuSCAPE_SK017,ST258,ST258,CG258,KPC,32,Non-functional,Functional,Sensitive,MgrB-60%,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-2,KPC mut
EuSCAPE_DE028,ST258,ST258,CG258,KPC,32,Non-functional,Functional,Resistant,MgrB-60%,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-2,KPC mut
EuSCAPE_GR030,ST258,ST258,CG258,KPC,32,Non-functional,Functional,Unknown,MgrB-60%,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-2,KPC mut
EuSCAPE_GR057,ST258,ST258,CG258,KPC,32,Non-functional,Functional,Sensitive,MgrB-60%,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-2,KPC mut
EuSCAPE_GR036,ST258,ST258,CG258,KPC,32,Non-functional,Functional,Unknown,MgrB-60%,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-2,KPC mut
EuSCAPE_GR069,ST258,ST258,CG258,KPC,32,Non-functional,Functional,Resistant,MgrB-60%,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-2,KPC mut
EuSCAPE_GR085,ST258,ST258,CG258,KPC,32,Non-functional,Functional,Sensitive,MgrB-60%,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-2,KPC mut
EuSCAPE_GR107,ST258,ST258,CG258,KPC,32,Non-functional,Functional,Unknown,MgrB-60%,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-2,KPC mut
EuSCAPE_GR108,ST258,ST258,CG258,KPC,32,Non-functional,Functional,Unknown,MgrB-60%,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-2,KPC mut
EuSCAPE_GR146,ST258,ST258,CG258,KPC,32,Non-functional,Functional,Unknown,MgrB-60%,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-2,KPC mut
EuSCAPE_GR151,ST258,ST258,CG258,KPC,32,Non-functional,Functional,Unknown,MgrB-60%,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-2,KPC mut
EuSCAPE_GR154,ST258,ST258,CG258,KPC,32,Non-functional,Functional,Unknown,MgrB-60%,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-2,KPC mut
EuSCAPE_GR105,ST258,ST258,CG258,KPC,32,Non-functional,Functional,Unknown,MgrB-60%,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-2,KPC mut
EuSCAPE_GR089,ST258,ST258,CG258,KPC,32,Non-functional,Functional,Sensitive,MgrB-60%,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-2,KPC mut
EuSCAPE_GR139,ST258,ST258,CG258,KPC,32,Non-functional,Functional,Unknown,MgrB-60%,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-2,KPC mut
EuSCAPE_GR090,ST258,ST258,CG258,KPC,32,Non-functional,Functional,Sensitive,MgrB-60%,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-2,KPC mut
EuSCAPE_GR165,ST258,ST258,CG258,KPC,32,Non-functional,Functional,Unknown,MgrB-60%,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-2,KPC mut
EuSCAPE_GR091,ST258,ST258,CG258,KPC,32,Non-functional,Functional,Sensitive,MgrB-60%,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-2,KPC mut
EuSCAPE_UK047,ST258,ST258,CG258,KPC,32,Non-functional,Functional,Sensitive,MgrB-60%,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-2,KPC mut
EuSCAPE_ES057,ST1961,other,other,KPC,32,Non-functional,Non-functional,Sensitive,-,OmpK35-37%;OmpK36-11%,OmpK35-trunc;OmpK36-trunc,KPC-2,KPC mut
EuSCAPE_LU008,ST147,ST147,CG147,KPC,16,Non-functional,Functional,Unknown,MgrB-62%,OmpK35-48%,OmpK35-trunc,KPC-2,KPC mut
EuSCAPE_GR147,ST147,ST147,CG147,KPC,8,Non-functional,Functional,Unknown,MgrB-87%,OmpK35-48%,OmpK35-trunc,KPC-2,KPC mut
EuSCAPE_DE024,ST147,ST147,CG147,KPC,32,Non-functional,Functional,Resistant,MgrB-6%,OmpK35-48%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-2,KPC mut
EuSCAPE_UK067,ST915,other,other,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-8%,OmpK35-trunc,KPC-2,KPC mut
EuSCAPE_LU019,ST37,ST37,CG37,KPC,32,Functional,Non-functional,Resistant,-,OmpK36-56%,OmpK36-trunc,KPC-2,KPC mut
EuSCAPE_RO028,ST147,ST147,CG147,KPC,32,Functional,Functional,Sensitive,-,OmpK36GD,OmpK36GD,KPC-2,KPC mut
EuSCAPE_ES089,ST11,ST11,CG258,KPC;OXA,0.12,Functional,Functional,Sensitive,-,-,-,KPC-2;OXA-48,KPC wt
EuSCAPE_GR032,ST258,ST258,CG258,KPC;OXA,32,Non-functional,Functional,Unknown,MgrB-60%,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-2;OXA-48,KPC mut
EuSCAPE_GR124,ST340,ST340,CG258,KPC;VIM,32,Functional,Functional,Unknown,-,-,-,KPC-2;VIM-1,KPC wt
EuSCAPE_GR075,ST383,other,other,KPC;VIM,16,Functional,Functional,Unknown,-,-,-,KPC-2;VIM-1,KPC wt
EuSCAPE_IT107,ST15,ST15,CG14/15,KPC,0.06,Non-functional,Functional,Unknown,-,OmpK35-22%,OmpK35-trunc,KPC-2?,KPC mut
EuSCAPE_GR110,ST258,ST258,CG258,KPC,32,Non-functional,Functional,Unknown,MgrB-60%,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-2*,KPC mut
EuSCAPE_BE067,ST101,ST101,CG43,KPC,2,Functional,Functional,Unknown,-,-,-,KPC-3,KPC wt
EuSCAPE_BE064,ST101,ST101,CG43,KPC,8,Functional,Functional,Unknown,-,-,-,KPC-3,KPC wt
EuSCAPE_BE079,ST101,ST101,CG43,KPC,8,Functional,Functional,Unknown,-,-,-,KPC-3,KPC wt
EuSCAPE_BE082,ST101,ST101,CG43,KPC,16,Functional,Functional,Unknown,-,-,-,KPC-3,KPC wt
EuSCAPE_BE083,ST101,ST101,CG43,KPC,16,Functional,Functional,Unknown,-,-,-,KPC-3,KPC wt
EuSCAPE_IT127,ST11,ST11,CG258,KPC,0.12,Functional,Functional,Unknown,-,-,-,KPC-3,KPC wt
EuSCAPE_IT046,ST15,ST15,CG14/15,KPC,16,Functional,Functional,Sensitive,-,-,-,KPC-3,KPC wt
EuSCAPE_IL046,ST292,other,other,KPC,2,Functional,Functional,Sensitive,-,-,-,KPC-3,KPC wt
EuSCAPE_IT355,ST307,ST307,CG307,KPC,2,Functional,Functional,Sensitive,-,-,-,KPC-3,KPC wt
EuSCAPE_IT068,ST307,ST307,CG307,KPC,4,Functional,Functional,Sensitive,-,-,-,KPC-3,KPC wt
EuSCAPE_BE103,ST392,ST392,CG147,KPC,2,Functional,Functional,Unknown,-,-,-,KPC-3,KPC wt
EuSCAPE_IT042,ST101,ST101,CG43,KPC,1,Non-functional,Functional,Resistant,MgrB-4%,OmpK35-17%,OmpK35-trunc,KPC-3,KPC mut
EuSCAPE_PL026,ST258,ST258,CG258,KPC,4,Non-functional,Functional,Unknown,-,OmpK35-25%,OmpK35-trunc,KPC-3,KPC mut
EuSCAPE_IT007,ST258,ST258,CG258,KPC,4,Non-functional,Functional,Sensitive,-,OmpK35-25%,OmpK35-trunc,KPC-3,KPC mut
EuSCAPE_IT292,ST258,ST258,CG258,KPC,8,Non-functional,Functional,Sensitive,-,OmpK35-25%,OmpK35-trunc,KPC-3,KPC mut
EuSCAPE_ES289,ST258,ST258,CG258,KPC,8,Non-functional,Functional,Sensitive,-,OmpK35-25%,OmpK35-trunc,KPC-3,KPC mut
EuSCAPE_ES291,ST258,ST258,CG258,KPC,8,Non-functional,Functional,Sensitive,-,OmpK35-25%,OmpK35-trunc,KPC-3,KPC mut
EuSCAPE_UK014,ST258,ST258,CG258,KPC,8,Non-functional,Functional,Sensitive,-,OmpK35-25%,OmpK35-trunc,KPC-3,KPC mut
EuSCAPE_PL039,ST258,ST258,CG258,KPC,16,Non-functional,Functional,Resistant,-,OmpK35-25%,OmpK35-trunc,KPC-3,KPC mut
EuSCAPE_IT168,ST258,ST258,CG258,KPC,16,Non-functional,Functional,Resistant,-,OmpK35-25%,OmpK35-trunc,KPC-3,KPC mut
EuSCAPE_IT290,ST258,ST258,CG258,KPC,16,Non-functional,Functional,Sensitive,-,OmpK35-25%,OmpK35-trunc,KPC-3,KPC mut
EuSCAPE_ES293,ST258,ST258,CG258,KPC,16,Non-functional,Functional,Sensitive,-,OmpK35-25%,OmpK35-trunc,KPC-3,KPC mut
EuSCAPE_GR158,ST258,ST258,CG258,KPC,16,Non-functional,Functional,Unknown,-,OmpK35-25%,OmpK35-trunc,KPC-3,KPC mut
EuSCAPE_GR167,ST258,ST258,CG258,KPC,16,Non-functional,Functional,Unknown,-,OmpK35-25%,OmpK35-trunc,KPC-3,KPC mut
EuSCAPE_UK048,ST258,ST258,CG258,KPC,16,Non-functional,Functional,Sensitive,-,OmpK35-25%,OmpK35-trunc,KPC-3,KPC mut
EuSCAPE_IT162,ST258,ST258,CG258,KPC,32,Non-functional,Functional,Resistant,-,OmpK35-25%,OmpK35-trunc,KPC-3,KPC mut
EuSCAPE_IT166,ST258,ST258,CG258,KPC,32,Non-functional,Functional,Resistant,-,OmpK35-25%,OmpK35-trunc,KPC-3,KPC mut
EuSCAPE_IT347,ST258,ST258,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%,OmpK35-trunc,KPC-3,KPC mut
EuSCAPE_GR166,ST258,ST258,CG258,KPC,32,Non-functional,Functional,Unknown,-,OmpK35-25%,OmpK35-trunc,KPC-3,KPC mut
EuSCAPE_IT064,ST258,ST258,CG258,KPC,32,Non-functional,Functional,Resistant,-,OmpK35-25%,OmpK35-trunc,KPC-3,KPC mut
EuSCAPE_IT244,ST258,ST258,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%,OmpK35-trunc,KPC-3,KPC mut
EuSCAPE_IT092,ST512,ST512,CG258,KPC,8,Non-functional,Functional,Sensitive,-,OmpK35-25%,OmpK35-trunc,KPC-3,KPC mut
EuSCAPE_IT005,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Resistant,-,OmpK35-25%,OmpK35-trunc,KPC-3,KPC mut
EuSCAPE_IT266,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Resistant,-,OmpK35-25%,OmpK35-trunc,KPC-3,KPC mut
EuSCAPE_IL044,ST258,ST258,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_AT027,ST258,ST258,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_UK057,ST258,ST258,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_IT056,ST512,ST512,CG258,KPC,4,Non-functional,Functional,Resistant,-,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_IL012,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_IL013,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_IT066,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Resistant,-,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_IL062,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_IL077,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_IL083,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_IT234,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Resistant,-,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_IT180,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_IT382,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Resistant,-,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_IT335,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_IT368,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_BE070,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Unknown,-,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_BE071,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Unknown,-,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_BE073,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Unknown,-,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_BE091,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Unknown,-,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_BE093,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Unknown,-,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_IL011,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_AT018,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_IL004,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_IL009,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_IL018,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_IL020,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_IL021,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_IL024,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Resistant,-,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_IL034,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_IT022,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_IT024,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Resistant,-,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_IT026,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Resistant,-,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_IT030,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Resistant,-,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_IT034,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Resistant,-,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_IT036,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Resistant,-,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_IT038,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_IT044,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_IT048,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_IT060,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Resistant,-,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_IT072,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Resistant,-,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_IT074,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Resistant,-,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_IT078,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_IT084,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_IL040,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_IL041,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_IL058,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_IL059,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_IL070,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_IL076,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_IL078,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_IL079,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_IL086,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_IT001,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_IL033,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_IT013,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_IT015,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_IT017,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Resistant,-,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_IT020,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Resistant,-,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_IT196,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_IT102,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_IT216,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_IT222,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_IT224,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_IT104,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_IT226,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Resistant,-,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_IT228,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Resistant,-,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_IT236,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Resistant,-,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_IT238,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_IT240,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_IT242,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_IT246,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_IT250,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Resistant,-,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_IT252,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Resistant,-,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_IT254,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
EuSCAPE_IT256,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,KPC-3,KPC mut
