Strain,ST,ST_to_plot,CG_to_plot,carb_to_plot,Meropenem_MIC,ompK35_functionality,ompK36_functionality,Colistin_resistance,Col,Omp,Omp_simplified,Bla_carb,Bla_carb_simplified
EuSCAPE_ES052,ST15,ST15,CG14/15,OXA,1,Non-functional,Functional,Sensitive,-,OmpK35-64%,OmpK35-trunc,OXA-48,OXA mut
EuSCAPE_ES130,ST15,ST15,CG14/15,OXA,2,Non-functional,Functional,Sensitive,-,OmpK35-64%,OmpK35-trunc,OXA-48,OXA mut
EuSCAPE_RO071,ST336,ST336,CG17/20,OXA,1,Non-functional,Functional,Sensitive,-,OmpK35-64%,OmpK35-trunc,OXA-48,OXA mut
EuSCAPE_RO074,ST336,ST336,CG17/20,OXA,1,Non-functional,Functional,Sensitive,-,OmpK35-64%,OmpK35-trunc,OXA-48,OXA mut
EuSCAPE_RO031,ST336,ST336,CG17/20,OXA,1,Non-functional,Functional,Sensitive,-,OmpK35-64%,OmpK35-trunc,OXA-48,OXA mut
EuSCAPE_ES109,ST405,ST405,ST405,OXA,1,Non-functional,Functional,Sensitive,-,OmpK35-7%,OmpK35-trunc,OXA-48,OXA mut
EuSCAPE_ES050,ST405,ST405,ST405,OXA,2,Non-functional,Functional,Sensitive,-,OmpK35-7%,OmpK35-trunc,OXA-48,OXA mut
EuSCAPE_ES059,ST405,ST405,ST405,OXA,4,Non-functional,Functional,Sensitive,-,OmpK35-7%,OmpK35-trunc,OXA-48,OXA mut
EuSCAPE_TR141,ST11,ST11,CG258,OXA,2,Non-functional,Functional,Unknown,-,OmpK35-70%,OmpK35-trunc,OXA-48,OXA mut
EuSCAPE_TR148,ST11,ST11,CG258,OXA,32,Non-functional,Functional,Sensitive,MgrB-53%,OmpK35-70%,OmpK35-trunc,OXA-48,OXA mut
EuSCAPE_ES210,ST405,ST405,ST405,OXA,2,Non-functional,Functional,Sensitive,-,OmpK35-70%,OmpK35-trunc,OXA-48,OXA mut
EuSCAPE_ES105,ST405,ST405,ST405,OXA,4,Non-functional,Functional,Sensitive,-,OmpK35-70%,OmpK35-trunc,OXA-48,OXA mut
EuSCAPE_ES211,ST405,ST405,ST405,OXA,8,Non-functional,Functional,Sensitive,-,OmpK35-70%,OmpK35-trunc,OXA-48,OXA mut
EuSCAPE_ES043,ST15,ST15,CG14/15,OXA,2,Non-functional,Functional,Resistant,-,OmpK35-76%,OmpK35-trunc,OXA-48,OXA mut
EuSCAPE_ES129,ST15,ST15,CG14/15,OXA,2,Non-functional,Functional,Sensitive,-,OmpK35-76%,OmpK35-trunc,OXA-48,OXA mut
EuSCAPE_TR200,ST15,ST15,CG14/15,OXA,32,Functional,Non-functional,Sensitive,-,OmpK36-11%,OmpK36-trunc,OXA-48,OXA mut
EuSCAPE_ES046,ST11,ST11,CG258,OXA,32,Functional,Non-functional,Sensitive,-,OmpK36-28%,OmpK36-trunc,OXA-48,OXA mut
EuSCAPE_TR100,ST16,ST16,CG17/20,OXA,32,Functional,Non-functional,Sensitive,-,OmpK36-38%,OmpK36-trunc,OXA-48,OXA mut
EuSCAPE_IE017,ST5,other,other,OXA,8,Functional,Non-functional,Sensitive,-,OmpK36-47%,OmpK36-trunc,OXA-48,OXA mut
EuSCAPE_TR025,ST530,other,other,OXA,16,Functional,Non-functional,Sensitive,-,OmpK36-55%,OmpK36-trunc,OXA-48,OXA mut
EuSCAPE_IT405,ST35,ST35,CG35,OXA,32,Functional,Non-functional,Sensitive,-,OmpK36-67%,OmpK36-trunc,OXA-48,OXA mut
EuSCAPE_IL056,ST234,other,other,OXA,0.5,Functional,Functional,Sensitive,-,-,-,OXA-48;OXA-48,OXA wt
EuSCAPE_TR203,ST525,other,other,OXA;VIM,32,Non-functional,Non-functional,Resistant,MgrB-0%,OmpK35-0%;OmpK36-34%,OmpK35-trunc;OmpK36-trunc,OXA-48;VIM-1,OXA mut
EuSCAPE_RS098,ST340,ST340,CG258,OXA,0.5,Functional,Functional,Unknown,-,-,-,OXA-48?,OXA wt
EuSCAPE_ES182,ST268,other,other,OXA,0.06,Functional,Functional,Sensitive,-,-,-,OXA-58,OXA wt
EuSCAPE_ES174,ST45,ST45,CG45,OXA,0.06,Functional,Functional,Sensitive,-,-,-,OXA-58,OXA wt
EuSCAPE_ES237,ST147,ST147,CG147,VIM,2,Functional,Functional,Sensitive,-,-,-,VIM-1,VIM wt
EuSCAPE_ES229,ST147,ST147,CG147,VIM,4,Functional,Functional,Sensitive,-,-,-,VIM-1,VIM wt
EuSCAPE_ES107,ST147,ST147,CG147,VIM,4,Functional,Functional,Resistant,-,-,-,VIM-1,VIM wt
EuSCAPE_ES065,ST147,ST147,CG147,VIM,8,Functional,Functional,Sensitive,-,-,-,VIM-1,VIM wt
EuSCAPE_ES225,ST147,ST147,CG147,VIM,8,Functional,Functional,Sensitive,-,-,-,VIM-1,VIM wt
EuSCAPE_IT282,ST2217,other,other,VIM,4,Functional,Functional,Sensitive,-,-,-,VIM-1,VIM wt
EuSCAPE_IT273,ST2217,other,other,VIM,8,Functional,Functional,Sensitive,-,-,-,VIM-1,VIM wt
EuSCAPE_GR073,ST383,other,other,VIM,4,Functional,Functional,Unknown,-,-,-,VIM-1,VIM wt
EuSCAPE_GR127,ST383,other,other,VIM,4,Functional,Functional,Unknown,-,-,-,VIM-1,VIM wt
EuSCAPE_SI009,ST461,other,other,VIM,1,Functional,Functional,Sensitive,-,-,-,VIM-1,VIM wt
EuSCAPE_ES220,ST483,other,other,VIM,2,Functional,Functional,Sensitive,-,-,-,VIM-1,VIM wt
EuSCAPE_ES221,ST483,other,other,VIM,2,Functional,Functional,Sensitive,-,-,-,VIM-1,VIM wt
EuSCAPE_LV006,ST86,ST86,hv,VIM,1,Functional,Functional,Unknown,MgrB-62%,-,-,VIM-1,VIM wt
EuSCAPE_IT312,ST870,other,other,VIM,2,Functional,Functional,Sensitive,-,-,-,VIM-1,VIM wt
EuSCAPE_TR205,ST525,other,other,VIM,1,Non-functional,Functional,Sensitive,MgrB-0%,OmpK35-0%,OmpK35-trunc,VIM-1,VIM mut
EuSCAPE_TR201,ST525,other,other,VIM,32,Non-functional,Functional,Sensitive,MgrB-0%,OmpK35-0%,OmpK35-trunc,VIM-1,VIM mut
EuSCAPE_TR204,ST525,other,other,VIM,32,Non-functional,Functional,Sensitive,MgrB-0%,OmpK35-0%,OmpK35-trunc,VIM-1,VIM mut
EuSCAPE_TR202,ST525,other,other,VIM,32,Non-functional,Non-functional,Unknown,MgrB-0%,OmpK35-0%;OmpK36-34%,OmpK35-trunc;OmpK36-trunc,VIM-1,VIM mut
EuSCAPE_HR060,ST15,ST15,CG14/15,VIM,2,Non-functional,Functional,Unknown,-,OmpK35-12%,OmpK35-trunc,VIM-1,VIM mut
EuSCAPE_HR068,ST15,ST15,CG14/15,VIM,2,Non-functional,Functional,Unknown,-,OmpK35-12%,OmpK35-trunc,VIM-1,VIM mut
EuSCAPE_HR104,ST15,ST15,CG14/15,VIM,4,Non-functional,Functional,Unknown,-,OmpK35-12%,OmpK35-trunc,VIM-1,VIM mut
EuSCAPE_HR001,ST15,ST15,CG14/15,VIM,4,Non-functional,Functional,Unknown,-,OmpK35-12%,OmpK35-trunc,VIM-1,VIM mut
EuSCAPE_HR092,ST15,ST15,CG14/15,VIM,8,Non-functional,Functional,Unknown,-,OmpK35-12%,OmpK35-trunc,VIM-1,VIM mut
EuSCAPE_IT014,ST101,ST101,CG43,VIM,0.12,Non-functional,Functional,Resistant,MgrB-87%,OmpK35-17%,OmpK35-trunc,VIM-1,VIM mut
EuSCAPE_IT062,ST147,ST147,CG147,VIM,8,Non-functional,Functional,Sensitive,-,OmpK35-30%,OmpK35-trunc,VIM-1,VIM mut
EuSCAPE_ES080,ST15,ST15,CG14/15,VIM,2,Non-functional,Functional,Resistant,-,OmpK35-64%,OmpK35-trunc,VIM-1,VIM mut
EuSCAPE_ES133,ST15,ST15,CG14/15,VIM,16,Non-functional,Functional,Resistant,-,OmpK35-64%,OmpK35-trunc,VIM-1,VIM mut
EuSCAPE_ES094,ST147,ST147,CG147,VIM,32,Functional,Non-functional,Sensitive,-,OmpK36-54%,OmpK36-trunc,VIM-1,VIM mut
EuSCAPE_HU005,ST15,ST15,CG14/15,VIM,0.25,Functional,Functional,Resistant,-,-,-,VIM-4,VIM wt
EuSCAPE_HU011,ST15,ST15,CG14/15,VIM,0.25,Functional,Functional,Sensitive,-,-,-,VIM-4,VIM wt
EuSCAPE_HU012,ST15,ST15,CG14/15,VIM,0.25,Functional,Functional,Sensitive,-,-,-,VIM-4,VIM wt
EuSCAPE_HU021,ST15,ST15,CG14/15,VIM,0.25,Functional,Functional,Sensitive,-,-,-,VIM-4,VIM wt
EuSCAPE_HU029,ST15,ST15,CG14/15,VIM,0.25,Functional,Functional,Sensitive,-,-,-,VIM-4,VIM wt
EuSCAPE_HU006,ST15,ST15,CG14/15,VIM,0.5,Functional,Functional,Sensitive,-,-,-,VIM-4,VIM wt
EuSCAPE_HU013,ST15,ST15,CG14/15,VIM,0.5,Functional,Functional,Sensitive,-,-,-,VIM-4,VIM wt
EuSCAPE_HU025,ST15,ST15,CG14/15,VIM,0.5,Functional,Functional,Sensitive,-,-,-,VIM-4,VIM wt
EuSCAPE_HU002,ST15,ST15,CG14/15,VIM,0.5,Functional,Functional,Sensitive,-,-,-,VIM-4,VIM wt
EuSCAPE_HU003,ST15,ST15,CG14/15,VIM,0.5,Functional,Functional,Sensitive,-,-,-,VIM-4,VIM wt
EuSCAPE_HU004,ST15,ST15,CG14/15,VIM,1,Functional,Functional,Sensitive,-,-,-,VIM-4,VIM wt
EuSCAPE_HU007,ST15,ST15,CG14/15,VIM,1,Functional,Functional,Sensitive,-,-,-,VIM-4,VIM wt
EuSCAPE_HU008,ST15,ST15,CG14/15,VIM,1,Functional,Functional,Sensitive,-,-,-,VIM-4,VIM wt
EuSCAPE_HU010,ST15,ST15,CG14/15,VIM,1,Functional,Functional,Sensitive,-,-,-,VIM-4,VIM wt
EuSCAPE_HU018,ST15,ST15,CG14/15,VIM,1,Functional,Functional,Sensitive,-,-,-,VIM-4,VIM wt
EuSCAPE_HU019,ST15,ST15,CG14/15,VIM,1,Functional,Functional,Sensitive,-,-,-,VIM-4,VIM wt
EuSCAPE_HU023,ST15,ST15,CG14/15,VIM,1,Functional,Functional,Sensitive,-,-,-,VIM-4,VIM wt
EuSCAPE_HU028,ST15,ST15,CG14/15,VIM,1,Functional,Functional,Sensitive,-,-,-,VIM-4,VIM wt
EuSCAPE_HU036,ST15,ST15,CG14/15,VIM,1,Functional,Functional,Sensitive,-,-,-,VIM-4,VIM wt
EuSCAPE_HU009,ST15,ST15,CG14/15,VIM,2,Functional,Functional,Sensitive,-,-,-,VIM-4,VIM wt
EuSCAPE_HU015,ST15,ST15,CG14/15,VIM,2,Functional,Functional,Sensitive,-,-,-,VIM-4,VIM wt
EuSCAPE_HU026,ST15,ST15,CG14/15,VIM,2,Functional,Functional,Sensitive,-,-,-,VIM-4,VIM wt
EuSCAPE_HU016,ST15,ST15,CG14/15,VIM,8,Functional,Functional,Sensitive,-,-,-,VIM-4,VIM wt
EuSCAPE_RO094,ST22,other,other,VIM,1,Functional,Functional,Sensitive,-,-,-,VIM-4,VIM wt
EuSCAPE_RO093,ST383,other,other,VIM,1,Functional,Functional,Sensitive,-,-,-,VIM-4,VIM wt
