Strain,ST,ST_to_plot,CG_to_plot,carb_to_plot,Meropenem_MIC,ompK35_functionality,ompK36_functionality,Colistin_resistance,Col,Omp,Bla_carb
EuSCAPE_BE071,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Unknown,-,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_BE073,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Unknown,-,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_BE091,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Unknown,-,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_BE093,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Unknown,-,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_IL011,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_AT018,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_IL004,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_IL009,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_IL018,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_IL020,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_IL021,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_IL024,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Resistant,-,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_IL034,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_IT022,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_IT024,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Resistant,-,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_IT026,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Resistant,-,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_IT030,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Resistant,-,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_IT034,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Resistant,-,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_IT036,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Resistant,-,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_IT038,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_IT044,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_IT048,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_IT060,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Resistant,-,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_IT072,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Resistant,-,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_IT074,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Resistant,-,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_IT078,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_IT084,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_IL040,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_IL041,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_IL058,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_IL059,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_IL070,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_IL076,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_IL078,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_IL079,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_IL086,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_IT001,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_IL033,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_IT013,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_IT015,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_IT017,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Resistant,-,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_IT020,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Resistant,-,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_IT196,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_IT102,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_IT216,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_IT222,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_IT224,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_IT104,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_IT226,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Resistant,-,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_IT228,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Resistant,-,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_IT236,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Resistant,-,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_IT238,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_IT240,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_IT242,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_IT246,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_IT250,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Resistant,-,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_IT252,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Resistant,-,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_IT254,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_IT256,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_IT108,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_IT110,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_IT090,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_IT112,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Resistant,-,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_IT118,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_IT120,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_IT122,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_IT124,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_IT126,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_IT130,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_IT132,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Resistant,-,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_IT134,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_IT152,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_IT174,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_IT178,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_IT182,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_IT184,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_IT188,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_IT190,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_IT194,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Resistant,-,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_IT274,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_IT394,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Resistant,-,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_IT404,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_IT288,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Resistant,-,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_IT294,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_IT308,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_IT316,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Resistant,-,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_IT318,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_IT322,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_IT324,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_IT326,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_IT328,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Resistant,-,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_IT333,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_IT336,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Unknown,-,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_IT337,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Resistant,-,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_IT343,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_IT359,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_IT366,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_BE084,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Unknown,-,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_BE098,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Unknown,-,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_IL069,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_IT094,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_IT049,ST512,ST512,CG258,KPC,0.06,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_IT053,ST512,ST512,CG258,KPC,0.06,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_IT085,ST512,ST512,CG258,KPC,0.06,Non-functional,Functional,Unknown,-,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_AT012,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Resistant,MgrB-0%,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_IL080,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,MgrB-0%,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_IT009,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Resistant,MgrB-0%,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_IT205,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Resistant,MgrB-0%,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_IT349,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Resistant,MgrB-0%,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_IT278,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,MgrB-17%,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_IT286,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,MgrB-17%,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_AT014,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Resistant,MgrB-51%,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_AT017,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Resistant,MgrB-51%,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_IT160,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Resistant,MgrB-6%,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_IT172,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Resistant,MgrB-6%,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_IL048,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Resistant,MgrB-60%,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_IL060,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Resistant,MgrB-60%,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_IL063,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Resistant,MgrB-60%,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_IL029,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,MgrB-60%,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_IT199,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Resistant,MgrB-60%,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_IT114,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Resistant,MgrB-60%,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_IT386,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Resistant,MgrB-60%,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_IT080,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,MgrB-62%,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_IT082,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Resistant,MgrB-62%,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_IT086,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Resistant,MgrB-62%,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_IT088,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Resistant,MgrB-62%,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_IT140,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Resistant,MgrB-62%,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_IT100,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Resistant,MgrB-62%,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_IT096,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Resistant,MgrB-62%,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_IT106,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Resistant,MgrB-68%,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_IT370,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,MgrB-79%,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_IT028,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Resistant,MgrB-79%,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_IT032,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Resistant,MgrB-79%,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_IT258,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Resistant,MgrB-79%,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_IT384,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Resistant,MgrB-79%,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_IT388,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Resistant,MgrB-79%,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_IT262,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Resistant,MgrB-79%,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_IT264,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Resistant,MgrB-79%,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_IT330,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Resistant,MgrB-87%,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_SI002,ST101,ST101,CG43,NDM,8,Non-functional,Functional,Sensitive,-,OmpK35-17%;OmpK36GD,NDM-1
EuSCAPE_NO002,ST101,ST101,CG43,NDM,16,Non-functional,Functional,Sensitive,-,OmpK35-25%,NDM-1
EuSCAPE_RS010,ST101,ST101,CG43,NDM,32,Functional,Functional,Sensitive,-,-,NDM-1
EuSCAPE_RS052,ST101,ST101,CG43,NDM,32,Non-functional,Functional,Sensitive,-,OmpK35-17%;OmpK36GD,NDM-1
EuSCAPE_RS100,ST101,ST101,CG43,NDM,32,Non-functional,Functional,Sensitive,-,OmpK35-17%;OmpK36GD,NDM-1
EuSCAPE_RS103,ST101,ST101,CG43,NDM,32,Non-functional,Functional,Sensitive,-,OmpK35-17%;OmpK36GD,NDM-1
EuSCAPE_BE050,ST101,ST101,CG43,NDM,32,Non-functional,Functional,Unknown,-,OmpK35-17%;OmpK36GD,NDM-1
EuSCAPE_GR010,ST11,ST11,CG258,NDM,4,Non-functional,Functional,Unknown,-,-,NDM-1
EuSCAPE_IT058,ST11,ST11,CG258,NDM,8,Non-functional,Functional,Sensitive,-,-,NDM-1
EuSCAPE_GR016,ST11,ST11,CG258,NDM,16,Non-functional,Functional,Unknown,-,-,NDM-1
EuSCAPE_GR001,ST11,ST11,CG258,NDM,16,Non-functional,Functional,Unknown,-,-,NDM-1
EuSCAPE_GR135,ST11,ST11,CG258,NDM,16,Non-functional,Functional,Unknown,-,-,NDM-1
EuSCAPE_DE019,ST11,ST11,CG258,NDM,32,Functional,Functional,Sensitive,-,-,NDM-1
EuSCAPE_BU022,ST11,ST11,CG258,NDM,32,Non-functional,Functional,Sensitive,-,-,NDM-1
EuSCAPE_GR027,ST11,ST11,CG258,NDM,32,Non-functional,Functional,Unknown,-,-,NDM-1
EuSCAPE_GR074,ST11,ST11,CG258,NDM,32,Non-functional,Functional,Unknown,-,-,NDM-1
EuSCAPE_GR008,ST11,ST11,CG258,NDM,32,Non-functional,Functional,Unknown,-,-,NDM-1
EuSCAPE_UK075,ST11,ST11,CG258,NDM,32,Functional,Functional,Sensitive,-,-,NDM-1
EuSCAPE_RO054,ST11,ST11,CG258,NDM,32,Functional,Functional,Sensitive,-,-,NDM-1
EuSCAPE_UK041,ST11,ST11,CG258,NDM,32,Non-functional,Functional,Sensitive,-,-,NDM-1
EuSCAPE_IE019,ST11,ST11,CG258,NDM,32,Functional,Functional,Sensitive,-,-,NDM-1
EuSCAPE_TR184,ST11,ST11,CG258,NDM,32,Functional,Functional,Unknown,-,-,NDM-1
EuSCAPE_AT023,ST11,ST11,CG258,NDM,32,Functional,Non-functional,Sensitive,-,OmpK36-34%,NDM-1
EuSCAPE_CZ007,ST11,ST11,CG258,NDM,32,Functional,Functional,Sensitive,-,-,NDM-1
EuSCAPE_PL048,ST11,ST11,CG258,NDM,32,Non-functional,Functional,Sensitive,-,OmpK36GD,NDM-1
EuSCAPE_GR026,ST11,ST11,CG258,NDM,32,Non-functional,Functional,Unknown,-,-,NDM-1
EuSCAPE_GR133,ST11,ST11,CG258,NDM,32,Non-functional,Functional,Unknown,-,-,NDM-1
EuSCAPE_GR134,ST11,ST11,CG258,NDM,32,Non-functional,Functional,Unknown,-,-,NDM-1
EuSCAPE_RO046,ST11,ST11,CG258,NDM,32,Functional,Functional,Sensitive,-,-,NDM-1
EuSCAPE_GR094,ST11,ST11,CG258,NDM,32,Non-functional,Functional,Unknown,MgrB-49%,-,NDM-1
EuSCAPE_GR121,ST11,ST11,CG258,NDM,32,Non-functional,Functional,Unknown,MgrB-60%,-,NDM-1
EuSCAPE_RS053,ST147,ST147,CG147,NDM,4,Functional,Functional,Sensitive,-,OmpK35-31%,NDM-1
EuSCAPE_AT029,ST15,ST15,CG14/15,NDM,32,Non-functional,Functional,Sensitive,-,OmpK35-0%,NDM-1
EuSCAPE_RS046,ST274,ST274,ST274,NDM,2,Functional,Functional,Sensitive,-,-,NDM-1
EuSCAPE_RS105,ST274,ST274,ST274,NDM,2,Functional,Functional,Sensitive,-,-,NDM-1
EuSCAPE_ME010,ST274,ST274,ST274,NDM,4,Functional,Functional,Unknown,-,-,NDM-1
EuSCAPE_ME013,ST274,ST274,ST274,NDM,4,Functional,Functional,Unknown,-,-,NDM-1
EuSCAPE_ME016,ST274,ST274,ST274,NDM,8,Functional,Functional,Unknown,-,-,NDM-1
EuSCAPE_ME004,ST274,ST274,ST274,NDM,16,Functional,Functional,Unknown,-,-,NDM-1
EuSCAPE_ME005,ST274,ST274,ST274,NDM,16,Functional,Functional,Unknown,-,-,NDM-1
EuSCAPE_ME011,ST274,ST274,ST274,NDM,16,Functional,Functional,Unknown,-,-,NDM-1
EuSCAPE_ME020,ST274,ST274,ST274,NDM,16,Functional,Functional,Unknown,-,-,NDM-1
EuSCAPE_IE008,ST323,ST323,ST323,NDM,32,Functional,Functional,Sensitive,-,-,NDM-1
EuSCAPE_RS045,ST340,ST340,CG258,NDM,16,Functional,Functional,Resistant,-,-,NDM-1
EuSCAPE_RS081,ST340,ST340,CG258,NDM,32,Functional,Functional,Sensitive,-,-,NDM-1
EuSCAPE_RS021,ST340,ST340,CG258,NDM,32,Functional,Functional,Sensitive,-,-,NDM-1
EuSCAPE_RS049,ST340,ST340,CG258,NDM,32,Functional,Functional,Sensitive,-,-,NDM-1
EuSCAPE_PL046,ST3666,other,other,NDM,32,Non-functional,Functional,Sensitive,-,-,NDM-1
EuSCAPE_IL075,ST38,other,other,NDM,16,Non-functional,Functional,Sensitive,-,OmpK35-21%,NDM-1
EuSCAPE_TR118,ST395,ST395,CG258,NDM,32,Non-functional,Functional,Sensitive,-,OmpK35-72%,NDM-1
EuSCAPE_TR089,ST395,ST395,CG258,NDM,32,Non-functional,Functional,Unknown,-,OmpK35-72%,NDM-1
EuSCAPE_TR126,ST395,ST395,CG258,NDM,32,Non-functional,Functional,Sensitive,-,OmpK35-72%,NDM-1
EuSCAPE_TR061,ST395,ST395,CG258,NDM,32,Non-functional,Functional,Sensitive,-,OmpK35-72%,NDM-1
EuSCAPE_TR085,ST395,ST395,CG258,NDM,32,Non-functional,Functional,Unknown,-,OmpK35-72%,NDM-1
EuSCAPE_TR086,ST395,ST395,CG258,NDM,32,Non-functional,Functional,Resistant,-,OmpK35-72%,NDM-1
EuSCAPE_RS002,ST437,ST437,CG258,NDM,32,Functional,Functional,Sensitive,-,-,NDM-1
EuSCAPE_RS032,ST437,ST437,CG258,NDM,32,Functional,Functional,Sensitive,-,-,NDM-1
EuSCAPE_RS057,ST437,ST437,CG258,NDM,32,Functional,Functional,Sensitive,-,-,NDM-1
EuSCAPE_RS064,ST437,ST437,CG258,NDM,32,Functional,Functional,Sensitive,-,-,NDM-1
EuSCAPE_RS072,ST437,ST437,CG258,NDM,32,Functional,Functional,Resistant,MgrB-0%,-,NDM-1
EuSCAPE_RS102,ST437,ST437,CG258,NDM,32,Functional,Functional,Resistant,MgrB-0%,-,NDM-1
EuSCAPE_RS040,ST437,ST437,CG258,NDM,32,Functional,Functional,Resistant,MgrB-0%,-,NDM-1
EuSCAPE_SI025,ST101,ST101,CG43,NDM;OXA,32,Non-functional,Functional,Sensitive,-,OmpK35-17%;OmpK36GD,NDM-1;OXA-48
EuSCAPE_RS054,ST101,ST101,CG43,NDM;OXA,32,Non-functional,Non-functional,Sensitive,-,OmpK35-17%;OmpK36-0%,NDM-1;OXA-48
EuSCAPE_RS015,ST101,ST101,CG43,NDM;OXA,32,Non-functional,Functional,Sensitive,-,OmpK35-17%;OmpK36GD,NDM-1;OXA-48
