strain,Region,Country,Year,Source,Sample type
GCF_900509465.1,Europe_western,Germany,2014,human,unknown
GCF_900512555.1,Europe_western,Germany,2014,human,unknown
GCF_900510475.1,Europe_western,France,2014,human,unknown
GCF_900511715.1,Europe_western,France,2014,human,unknown
GCF_900510585.1,Europe_western,France,2014,human,unknown
GCF_900510945.1,Europe_western,France,2014,human,unknown
GCF_900511135.1,Europe_western,France,2014,human,unknown
GCF_900511265.1,Europe_western,France,2013,human,unknown
GCF_900502435.1,Europe_southern,Greece,2014,human,unknown
GCF_900507215.1,Europe_northern,Ireland,2013,human,unknown
GCF_900513485.1,Asia_western,Israel,2013,human,unknown
GCF_900513665.1,Asia_western,Israel,2014,human,unknown
GCF_900513095.1,Europe_southern,Italy,2013,human,unknown
GCF_900513225.1,Europe_southern,Italy,2013,human,unknown
GCF_900514765.1,Europe_southern,Italy,2013,human,unknown
GCF_900515085.1,Europe_southern,Italy,2014,human,unknown
GCF_902156315.1,Europe_southern,Italy,2014,human,unknown
GCF_900515875.1,Europe_southern,Italy,2013,human,unknown
GCF_900517785.1,Europe_western,Luxembourg,2013,human,unknown
GCF_900517795.1,Europe_western,Luxembourg,2013,human,unknown
GCF_900503635.1,Europe_western,Luxembourg,2014,human,unknown
GCF_900503655.1,Europe_western,Luxembourg,2014,human,unknown
GCF_900503585.1,Europe_western,Luxembourg,2014,human,unknown
GCF_902156305.1,Europe_western,Luxembourg,2014,human,unknown
GCF_900503595.1,Europe_western,Luxembourg,2014,human,unknown
GCF_900503665.1,Europe_western,Luxembourg,2014,human,unknown
GCF_900503685.1,Europe_western,Luxembourg,2014,human,unknown
GCF_900502945.1,Europe_western,Luxembourg,2014,human,unknown
GCF_900503715.1,Europe_western,Luxembourg,2014,human,unknown
GCF_900503705.1,Europe_western,Luxembourg,2014,human,unknown
GCF_900503725.1,Europe_western,Luxembourg,2014,human,unknown
GCF_900503695.1,Europe_western,Luxembourg,2014,human,unknown
GCF_902156215.1,Europe_western,Luxembourg,2014,human,unknown
GCF_900503735.1,Europe_western,Luxembourg,2014,human,unknown
GCF_900503755.1,Europe_western,Luxembourg,2014,human,unknown
GCF_900502195.1,Europe_southern,Portugal,2014,human,unknown
GCF_900502205.1,Europe_southern,Portugal,2014,human,unknown
GCF_900502235.1,Europe_southern,Portugal,2014,human,unknown
GCF_900502215.1,Europe_southern,Portugal,2014,human,unknown
GCF_900511275.1,Europe_eastern,Slovakia,2014,human,unknown
GCF_900512255.1,Europe_western,Germany,2014,human,abdominal
GCF_900513125.1,Europe_southern,Italy,2013,human,abdominal
GCF_900515395.1,Europe_southern,Italy,2013,human,abdominal
GCF_900515735.1,Europe_southern,Italy,2014,human,abdominal
GCF_900509645.1,Europe_southern,Portugal,2014,human,abdominal
GCF_900509995.1,Europe_western,Austria,2013,human,abscess_pus_fluid
GCF_900506575.1,Europe_western,Belgium,2014,human,abscess_pus_fluid
GCF_900506715.1,Europe_western,Belgium,2014,human,abscess_pus_fluid
GCF_900506735.1,Europe_western,Belgium,2014,human,abscess_pus_fluid
GCF_900506815.1,Europe_western,Belgium,2013,human,abscess_pus_fluid
GCF_900506845.1,Europe_western,Belgium,2013,human,abscess_pus_fluid
GCF_900509865.1,Europe_western,Belgium,2014,human,abscess_pus_fluid
GCF_900507725.1,Europe_western,Belgium,2014,human,abscess_pus_fluid
GCF_900502585.1,Europe_northern,Denmark,2014,human,abscess_pus_fluid
GCF_900509335.1,Europe_northern,Denmark,2014,human,abscess_pus_fluid
GCF_900516255.1,Europe_southern,Spain,2013,human,abscess_pus_fluid
GCF_900516345.1,Europe_southern,Spain,2013,human,abscess_pus_fluid
GCF_900516475.1,Europe_southern,Spain,2013,human,abscess_pus_fluid
GCF_900516675.1,Europe_southern,Spain,2014,human,abscess_pus_fluid
GCF_900500955.1,Europe_southern,Spain,2014,human,abscess_pus_fluid
GCF_900509625.1,Europe_southern,Spain,2014,human,abscess_pus_fluid
GCF_900517565.1,Europe_southern,Spain,2014,human,abscess_pus_fluid
GCF_900517645.1,Europe_southern,Spain,2014,human,abscess_pus_fluid
GCF_900501375.1,Europe_southern,Greece,2013,human,abscess_pus_fluid
GCF_900500795.1,Europe_southern,Greece,2013,human,abscess_pus_fluid
GCF_900501315.1,Europe_southern,Greece,2013,human,abscess_pus_fluid
GCF_900502505.1,Europe_southern,Greece,2014,human,abscess_pus_fluid
GCF_900501415.1,Europe_southern,Greece,2014,human,abscess_pus_fluid
GCF_900501535.1,Europe_southern,Greece,2014,human,abscess_pus_fluid
GCF_900506085.1,Europe_southern,Croatia,2013,human,abscess_pus_fluid
GCF_900505005.1,Europe_southern,Croatia,2013,human,abscess_pus_fluid
GCF_900516785.1,Europe_eastern,Hungary,2013,human,abscess_pus_fluid
GCF_900517005.1,Europe_eastern,Hungary,2013,human,abscess_pus_fluid
GCF_900513555.1,Asia_western,Israel,2013,human,abscess_pus_fluid
GCF_900513145.1,Europe_southern,Italy,2013,human,abscess_pus_fluid
GCF_900513235.1,Europe_southern,Italy,2013,human,abscess_pus_fluid
GCF_900514745.1,Europe_southern,Italy,2013,human,abscess_pus_fluid
GCF_900514775.1,Europe_southern,Italy,2014,human,abscess_pus_fluid
GCF_900514975.1,Europe_southern,Italy,2014,human,abscess_pus_fluid
GCF_900514955.1,Europe_southern,Italy,2014,human,abscess_pus_fluid
GCF_900514965.1,Europe_southern,Italy,2014,human,abscess_pus_fluid
GCF_900515115.1,Europe_southern,Italy,2014,human,abscess_pus_fluid
GCF_900514225.1,Europe_southern,Italy,2014,human,abscess_pus_fluid
GCF_900514475.1,Europe_southern,Italy,2013,human,abscess_pus_fluid
GCF_900516005.1,Europe_southern,Italy,2013,human,abscess_pus_fluid
GCF_900512795.1,Europe_northern,Norway,2013,human,abscess_pus_fluid
GCF_900510185.1,Europe_eastern,Poland,2013,human,abscess_pus_fluid
GCF_900510315.1,Europe_eastern,Poland,2013,human,abscess_pus_fluid
GCF_900502855.1,Europe_southern,Portugal,2014,human,abscess_pus_fluid
GCF_900502875.1,Europe_southern,Portugal,2014,human,abscess_pus_fluid
GCF_900501815.1,Europe_southern,Portugal,2014,human,abscess_pus_fluid
GCF_900501995.1,Europe_southern,Portugal,2014,human,abscess_pus_fluid
GCF_900502165.1,Europe_southern,Portugal,2013,human,abscess_pus_fluid
GCF_900504245.1,Europe_eastern,Romania,2014,human,abscess_pus_fluid
GCF_900504515.1,Europe_eastern,Romania,2014,human,abscess_pus_fluid
GCF_900504615.1,Europe_eastern,Romania,2013,human,abscess_pus_fluid
GCF_900504135.1,Europe_eastern,Romania,2014,human,abscess_pus_fluid
GCF_900509745.1,Europe_eastern,Romania,2013,human,abscess_pus_fluid
GCF_900509755.1,Europe_eastern,Romania,2014,human,abscess_pus_fluid
GCF_900504405.1,Europe_eastern,Romania,2014,human,abscess_pus_fluid
GCF_900501625.1,Europe_southern,Serbia,2013,human,abscess_pus_fluid
GCF_902156105.1,Europe_southern,Serbia,2014,human,abscess_pus_fluid
GCF_900507235.1,Europe_southern,Serbia,2013,human,abscess_pus_fluid
GCF_900507205.1,Europe_southern,Serbia,2013,human,abscess_pus_fluid
GCF_900509685.1,Europe_southern,Slovenia,2014,human,abscess_pus_fluid
GCF_900510625.1,Europe_eastern,Slovakia,2013,human,abscess_pus_fluid
GCF_900510835.1,Europe_eastern,Slovakia,2014,human,abscess_pus_fluid
GCF_902156205.1,Asia_western,Turkey,2014,human,abscess_pus_fluid
GCF_900507425.1,Asia_western,Turkey,2013,human,abscess_pus_fluid
GCF_900508865.1,Asia_western,Turkey,2013,human,abscess_pus_fluid
GCF_900509055.1,Asia_western,Turkey,2013,human,abscess_pus_fluid
GCF_900504845.1,Europe_northern,UK,2014,human,abscess_pus_fluid
GCF_900503925.1,Europe_northern,UK,2014,human,abscess_pus_fluid
GCF_900509925.1,Europe_western,Austria,2014,human,blood_or_CSF
GCF_900509905.1,Europe_western,Austria,2014,human,blood_or_CSF
GCF_900511235.1,Europe_western,Austria,2014,human,blood_or_CSF
GCF_900506485.1,Europe_western,Belgium,2013,human,blood_or_CSF
GCF_900506495.1,Europe_western,Belgium,2013,human,blood_or_CSF
GCF_900506525.1,Europe_western,Belgium,2013,human,blood_or_CSF
GCF_900506565.1,Europe_western,Belgium,2014,human,blood_or_CSF
GCF_900506615.1,Europe_western,Belgium,2014,human,blood_or_CSF
GCF_900506675.1,Europe_western,Belgium,2014,human,blood_or_CSF
GCF_900506415.1,Europe_western,Belgium,2014,human,blood_or_CSF
GCF_900506645.1,Europe_western,Belgium,2013,human,blood_or_CSF
GCF_900506685.1,Europe_western,Belgium,2013,human,blood_or_CSF
GCF_900506655.1,Europe_western,Belgium,2014,human,blood_or_CSF
GCF_900506725.1,Europe_western,Belgium,2014,human,blood_or_CSF
GCF_900506695.1,Europe_western,Belgium,2014,human,blood_or_CSF
GCF_900506745.1,Europe_western,Belgium,2014,human,blood_or_CSF
GCF_900506805.1,Europe_western,Belgium,2013,human,blood_or_CSF
GCF_900506985.1,Europe_western,Belgium,2014,human,blood_or_CSF
GCF_900507095.1,Europe_western,Belgium,2014,human,blood_or_CSF
GCF_900507565.1,Europe_western,Belgium,2014,human,blood_or_CSF
GCF_900517065.1,Europe_eastern,Bulgaria,2014,human,blood_or_CSF
GCF_900503795.1,Asia_western,Cyprus,2014,human,blood_or_CSF
GCF_900512275.1,Europe_western,Germany,2014,human,blood_or_CSF
GCF_900512415.1,Europe_western,Germany,2013,human,blood_or_CSF
GCF_900512435.1,Europe_western,Germany,2014,human,blood_or_CSF
GCF_900509445.1,Europe_western,Germany,2014,human,blood_or_CSF
GCF_900512475.1,Europe_western,Germany,2014,human,blood_or_CSF
GCF_900512535.1,Europe_western,Germany,2014,human,blood_or_CSF
GCF_900509455.1,Europe_western,Germany,2013,human,blood_or_CSF
GCF_900512545.1,Europe_western,Germany,2013,human,blood_or_CSF
GCF_902156825.1,Europe_western,Germany,2014,human,blood_or_CSF
GCF_900502525.1,Europe_northern,Denmark,2014,human,blood_or_CSF
GCF_900502535.1,Europe_northern,Denmark,2013,human,blood_or_CSF
GCF_900502555.1,Europe_northern,Denmark,2014,human,blood_or_CSF
GCF_900502565.1,Europe_northern,Denmark,2014,human,blood_or_CSF
GCF_900502575.1,Europe_northern,Denmark,2014,human,blood_or_CSF
GCF_900509655.1,Europe_northern,Denmark,2014,human,blood_or_CSF
GCF_900510005.1,Europe_northern,Estonia,2013,human,blood_or_CSF
GCF_900516295.1,Europe_southern,Spain,2013,human,blood_or_CSF
GCF_900516315.1,Europe_southern,Spain,2013,human,blood_or_CSF
GCF_900516435.1,Europe_southern,Spain,2013,human,blood_or_CSF
GCF_902157085.1,Europe_southern,Spain,2013,human,blood_or_CSF
GCF_900516505.1,Europe_southern,Spain,2013,human,blood_or_CSF
GCF_902156405.1,Europe_southern,Spain,2013,human,blood_or_CSF
GCF_902157265.1,Europe_southern,Spain,2013,human,blood_or_CSF
GCF_900501055.1,Europe_southern,Spain,2013,human,blood_or_CSF
GCF_900501115.1,Europe_southern,Spain,2014,human,blood_or_CSF
GCF_900501085.1,Europe_southern,Spain,2014,human,blood_or_CSF
GCF_900517155.1,Europe_southern,Spain,2014,human,blood_or_CSF
GCF_900517205.1,Europe_southern,Spain,2013,human,blood_or_CSF
GCF_900517165.1,Europe_southern,Spain,2014,human,blood_or_CSF
GCF_900517185.1,Europe_southern,Spain,2014,human,blood_or_CSF
GCF_900517215.1,Europe_southern,Spain,2014,human,blood_or_CSF
GCF_900517175.1,Europe_southern,Spain,2014,human,blood_or_CSF
GCF_900517195.1,Europe_southern,Spain,2014,human,blood_or_CSF
GCF_900517305.1,Europe_southern,Spain,2014,human,blood_or_CSF
GCF_900517425.1,Europe_southern,Spain,2013,human,blood_or_CSF
GCF_900517435.1,Europe_southern,Spain,2013,human,blood_or_CSF
GCF_900517475.1,Europe_southern,Spain,2013,human,blood_or_CSF
GCF_900517455.1,Europe_southern,Spain,2014,human,blood_or_CSF
GCF_900517485.1,Europe_southern,Spain,2014,human,blood_or_CSF
GCF_900517445.1,Europe_southern,Spain,2014,human,blood_or_CSF
GCF_900517525.1,Europe_southern,Spain,2014,human,blood_or_CSF
GCF_900517505.1,Europe_southern,Spain,2014,human,blood_or_CSF
GCF_900517695.1,Europe_southern,Spain,2013,human,blood_or_CSF
GCF_900517705.1,Europe_southern,Spain,2014,human,blood_or_CSF
GCF_900517725.1,Europe_southern,Spain,2014,human,blood_or_CSF
GCF_900510395.1,Europe_western,France,2013,human,blood_or_CSF
GCF_900509205.1,Europe_western,France,2014,human,blood_or_CSF
GCF_900511615.1,Europe_western,France,2014,human,blood_or_CSF
GCF_900511695.1,Europe_western,France,2014,human,blood_or_CSF
GCF_900510495.1,Europe_western,France,2014,human,blood_or_CSF
GCF_900510545.1,Europe_western,France,2014,human,blood_or_CSF
GCF_900508345.1,Europe_western,France,2014,human,blood_or_CSF
GCF_900510575.1,Europe_western,France,2014,human,blood_or_CSF
GCF_900511725.1,Europe_western,France,2014,human,blood_or_CSF
GCF_900511765.1,Europe_western,France,2014,human,blood_or_CSF
GCF_900510825.1,Europe_western,France,2014,human,blood_or_CSF
GCF_900511775.1,Europe_western,France,2013,human,blood_or_CSF
GCF_900511205.1,Europe_western,France,2014,human,blood_or_CSF
GCF_900509385.1,Europe_western,France,2014,human,blood_or_CSF
GCF_900501265.1,Europe_southern,Greece,2013,human,blood_or_CSF
GCF_900500695.1,Europe_southern,Greece,2013,human,blood_or_CSF
GCF_900501275.1,Europe_southern,Greece,2013,human,blood_or_CSF
GCF_900500815.1,Europe_southern,Greece,2014,human,blood_or_CSF
GCF_900500835.1,Europe_southern,Greece,2013,human,blood_or_CSF
GCF_900500845.1,Europe_southern,Greece,2014,human,blood_or_CSF
GCF_902156555.1,Europe_southern,Greece,2014,human,blood_or_CSF
GCF_900501335.1,Europe_southern,Greece,2014,human,blood_or_CSF
GCF_900501905.1,Europe_southern,Greece,2013,human,blood_or_CSF
GCF_900502075.1,Europe_southern,Greece,2013,human,blood_or_CSF
GCF_900501455.1,Europe_southern,Greece,2014,human,blood_or_CSF
GCF_900502225.1,Europe_southern,Greece,2013,human,blood_or_CSF
GCF_900501425.1,Europe_southern,Greece,2013,human,blood_or_CSF
GCF_900501435.1,Europe_southern,Greece,2013,human,blood_or_CSF
GCF_900502245.1,Europe_southern,Greece,2013,human,blood_or_CSF
GCF_900502275.1,Europe_southern,Greece,2013,human,blood_or_CSF
GCF_900501505.1,Europe_southern,Greece,2014,human,blood_or_CSF
GCF_900501465.1,Europe_southern,Greece,2014,human,blood_or_CSF
GCF_900502395.1,Europe_southern,Greece,2013,human,blood_or_CSF
GCF_902156385.1,Europe_southern,Greece,2014,human,blood_or_CSF
GCF_900502425.1,Europe_southern,Greece,2014,human,blood_or_CSF
GCF_900505705.1,Europe_southern,Croatia,2014,human,blood_or_CSF
GCF_900505725.1,Europe_southern,Croatia,2014,human,blood_or_CSF
GCF_900505735.1,Europe_southern,Croatia,2014,human,blood_or_CSF
GCF_900505785.1,Europe_southern,Croatia,2014,human,blood_or_CSF
GCF_900505745.1,Europe_southern,Croatia,2013,human,blood_or_CSF
GCF_900505835.1,Europe_southern,Croatia,2013,human,blood_or_CSF
GCF_900505865.1,Europe_southern,Croatia,2013,human,blood_or_CSF
GCF_900506195.1,Europe_southern,Croatia,2013,human,blood_or_CSF
GCF_900506225.1,Europe_southern,Croatia,2014,human,blood_or_CSF
GCF_900506205.1,Europe_southern,Croatia,2014,human,blood_or_CSF
GCF_900506235.1,Europe_southern,Croatia,2013,human,blood_or_CSF
GCF_900509785.1,Europe_southern,Croatia,2014,human,blood_or_CSF
GCF_900506275.1,Europe_southern,Croatia,2014,human,blood_or_CSF
GCF_900504925.1,Europe_southern,Croatia,2013,human,blood_or_CSF
GCF_900504945.1,Europe_southern,Croatia,2014,human,blood_or_CSF
GCF_900504955.1,Europe_southern,Croatia,2014,human,blood_or_CSF
GCF_900504935.1,Europe_southern,Croatia,2014,human,blood_or_CSF
GCF_900516845.1,Europe_eastern,Hungary,2013,human,blood_or_CSF
GCF_900516855.1,Europe_eastern,Hungary,2013,human,blood_or_CSF
GCF_900516875.1,Europe_eastern,Hungary,2014,human,blood_or_CSF
GCF_900516865.1,Europe_eastern,Hungary,2014,human,blood_or_CSF
GCF_900516975.1,Europe_eastern,Hungary,2013,human,blood_or_CSF
GCF_900509615.1,Europe_eastern,Hungary,2013,human,blood_or_CSF
GCF_900516985.1,Europe_eastern,Hungary,2013,human,blood_or_CSF
GCF_900506305.1,Europe_northern,Ireland,2013,human,blood_or_CSF
GCF_900509795.1,Europe_northern,Ireland,2013,human,blood_or_CSF
GCF_900509825.1,Europe_northern,Ireland,2014,human,blood_or_CSF
GCF_900506345.1,Europe_northern,Ireland,2014,human,blood_or_CSF
GCF_900506425.1,Europe_northern,Ireland,2014,human,blood_or_CSF
GCF_900506475.1,Europe_northern,Ireland,2014,human,blood_or_CSF
GCF_900512145.1,Asia_western,Israel,2014,human,blood_or_CSF
GCF_900512125.1,Asia_western,Israel,2013,human,blood_or_CSF
GCF_900512095.1,Asia_western,Israel,2014,human,blood_or_CSF
GCF_900512155.1,Asia_western,Israel,2014,human,blood_or_CSF
GCF_900512135.1,Asia_western,Israel,2014,human,blood_or_CSF
GCF_900512295.1,Asia_western,Israel,2014,human,blood_or_CSF
GCF_900509225.1,Asia_western,Israel,2014,human,blood_or_CSF
GCF_900513425.1,Asia_western,Israel,2014,human,blood_or_CSF
GCF_900513465.1,Asia_western,Israel,2014,human,blood_or_CSF
GCF_900513655.1,Asia_western,Israel,2014,human,blood_or_CSF
GCF_900508495.1,Asia_western,Israel,2013,human,blood_or_CSF
GCF_900513685.1,Asia_western,Israel,2013,human,blood_or_CSF
GCF_900509515.1,Asia_western,Israel,2013,human,blood_or_CSF
GCF_900509545.1,Europe_southern,Italy,2013,human,blood_or_CSF
GCF_900512865.1,Europe_southern,Italy,2013,human,blood_or_CSF
GCF_900512875.1,Europe_southern,Italy,2013,human,blood_or_CSF
GCF_900512885.1,Europe_southern,Italy,2013,human,blood_or_CSF
GCF_900512925.1,Europe_southern,Italy,2013,human,blood_or_CSF
GCF_900512985.1,Europe_southern,Italy,2013,human,blood_or_CSF
GCF_900512965.1,Europe_southern,Italy,2013,human,blood_or_CSF
GCF_900513025.1,Europe_southern,Italy,2013,human,blood_or_CSF
GCF_900513015.1,Europe_southern,Italy,2013,human,blood_or_CSF
GCF_900513155.1,Europe_southern,Italy,2013,human,blood_or_CSF
GCF_900513035.1,Europe_southern,Italy,2013,human,blood_or_CSF
GCF_900513045.1,Europe_southern,Italy,2013,human,blood_or_CSF
GCF_900513065.1,Europe_southern,Italy,2013,human,blood_or_CSF
GCF_900513085.1,Europe_southern,Italy,2013,human,blood_or_CSF
GCF_900513115.1,Europe_southern,Italy,2013,human,blood_or_CSF
GCF_900513105.1,Europe_southern,Italy,2013,human,blood_or_CSF
GCF_900513135.1,Europe_southern,Italy,2013,human,blood_or_CSF
GCF_900513195.1,Europe_southern,Italy,2013,human,blood_or_CSF
GCF_900513255.1,Europe_southern,Italy,2013,human,blood_or_CSF
GCF_900513245.1,Europe_southern,Italy,2013,human,blood_or_CSF
GCF_900513305.1,Europe_southern,Italy,2013,human,blood_or_CSF
GCF_900513335.1,Europe_southern,Italy,2014,human,blood_or_CSF
GCF_900513285.1,Europe_southern,Italy,2014,human,blood_or_CSF
GCF_900513275.1,Europe_southern,Italy,2013,human,blood_or_CSF
GCF_900514925.1,Europe_southern,Italy,2013,human,blood_or_CSF
GCF_900508535.1,Europe_southern,Italy,2013,human,blood_or_CSF
GCF_900515275.1,Europe_southern,Italy,2013,human,blood_or_CSF
GCF_900514465.1,Europe_southern,Italy,2013,human,blood_or_CSF
GCF_900514755.1,Europe_southern,Italy,2013,human,blood_or_CSF
GCF_900514785.1,Europe_southern,Italy,2013,human,blood_or_CSF
GCF_900514835.1,Europe_southern,Italy,2013,human,blood_or_CSF
GCF_900514855.1,Europe_southern,Italy,2013,human,blood_or_CSF
GCF_900514845.1,Europe_southern,Italy,2013,human,blood_or_CSF
GCF_900514825.1,Europe_southern,Italy,2013,human,blood_or_CSF
GCF_900514815.1,Europe_southern,Italy,2014,human,blood_or_CSF
GCF_900514865.1,Europe_southern,Italy,2013,human,blood_or_CSF
GCF_900514875.1,Europe_southern,Italy,2013,human,blood_or_CSF
GCF_900514915.1,Europe_southern,Italy,2013,human,blood_or_CSF
GCF_900514995.1,Europe_southern,Italy,2013,human,blood_or_CSF
GCF_900514895.1,Europe_southern,Italy,2013,human,blood_or_CSF
GCF_900514985.1,Europe_southern,Italy,2014,human,blood_or_CSF
GCF_900515015.1,Europe_southern,Italy,2014,human,blood_or_CSF
GCF_900515065.1,Europe_southern,Italy,2014,human,blood_or_CSF
GCF_900515155.1,Europe_southern,Italy,2013,human,blood_or_CSF
GCF_900515125.1,Europe_southern,Italy,2013,human,blood_or_CSF
GCF_900515145.1,Europe_southern,Italy,2013,human,blood_or_CSF
GCF_900515195.1,Europe_southern,Italy,2014,human,blood_or_CSF
GCF_902156275.1,Europe_southern,Italy,2013,human,blood_or_CSF
GCF_900515215.1,Europe_southern,Italy,2013,human,blood_or_CSF
GCF_900515235.1,Europe_southern,Italy,2014,human,blood_or_CSF
GCF_900515255.1,Europe_southern,Italy,2014,human,blood_or_CSF
GCF_900515365.1,Europe_southern,Italy,2013,human,blood_or_CSF
GCF_900514255.1,Europe_southern,Italy,2013,human,blood_or_CSF
GCF_900514315.1,Europe_southern,Italy,2014,human,blood_or_CSF
GCF_900514345.1,Europe_southern,Italy,2014,human,blood_or_CSF
GCF_900514355.1,Europe_southern,Italy,2014,human,blood_or_CSF
GCF_900514365.1,Europe_southern,Italy,2014,human,blood_or_CSF
GCF_900514415.1,Europe_southern,Italy,2014,human,blood_or_CSF
GCF_900514405.1,Europe_southern,Italy,2014,human,blood_or_CSF
GCF_900514705.1,Europe_southern,Italy,2014,human,blood_or_CSF
GCF_900514455.1,Europe_southern,Italy,2014,human,blood_or_CSF
GCF_900514485.1,Europe_southern,Italy,2014,human,blood_or_CSF
GCF_900514495.1,Europe_southern,Italy,2014,human,blood_or_CSF
GCF_900514525.1,Europe_southern,Italy,2014,human,blood_or_CSF
GCF_900514565.1,Europe_southern,Italy,2014,human,blood_or_CSF
GCF_900514575.1,Europe_southern,Italy,2014,human,blood_or_CSF
GCF_900514645.1,Europe_southern,Italy,2014,human,blood_or_CSF
GCF_900509555.1,Europe_southern,Italy,2013,human,blood_or_CSF
GCF_900514655.1,Europe_southern,Italy,2014,human,blood_or_CSF
GCF_902156225.1,Europe_southern,Italy,2013,human,blood_or_CSF
GCF_900516165.1,Europe_southern,Italy,2014,human,blood_or_CSF
GCF_900515705.1,Europe_southern,Italy,2014,human,blood_or_CSF
GCF_900515785.1,Europe_southern,Italy,2014,human,blood_or_CSF
GCF_900515815.1,Europe_southern,Italy,2013,human,blood_or_CSF
GCF_900515835.1,Europe_southern,Italy,2014,human,blood_or_CSF
GCF_900509605.1,Europe_southern,Italy,2013,human,blood_or_CSF
GCF_900515845.1,Europe_southern,Italy,2014,human,blood_or_CSF
GCF_900515865.1,Europe_southern,Italy,2014,human,blood_or_CSF
GCF_900515905.1,Europe_southern,Italy,2013,human,blood_or_CSF
GCF_900515895.1,Europe_southern,Italy,2013,human,blood_or_CSF
GCF_900515925.1,Europe_southern,Italy,2014,human,blood_or_CSF
GCF_900515935.1,Europe_southern,Italy,2014,human,blood_or_CSF
GCF_900515945.1,Europe_southern,Italy,2014,human,blood_or_CSF
GCF_900516025.1,Europe_southern,Italy,2014,human,blood_or_CSF
GCF_900516075.1,Europe_southern,Italy,2014,human,blood_or_CSF
GCF_900515575.1,Europe_southern,Italy,2013,human,blood_or_CSF
GCF_900515625.1,Europe_southern,Italy,2014,human,blood_or_CSF
GCF_900515635.1,Europe_southern,Italy,2014,human,blood_or_CSF
GCF_900515645.1,Europe_southern,Italy,2014,human,blood_or_CSF
GCF_900512075.1,Europe_northern,Lithuania,2014,human,blood_or_CSF
GCF_900512085.1,Europe_northern,Lithuania,2013,human,blood_or_CSF
GCF_900513825.1,Europe_southern,Montenegro,2014,human,blood_or_CSF
GCF_900513885.1,Europe_southern,Montenegro,2014,human,blood_or_CSF
GCF_900513985.1,Europe_southern,Montenegro,2014,human,blood_or_CSF
GCF_902156125.1,Europe_southern,Malta,2013,human,blood_or_CSF
GCF_900511925.1,Europe_southern,Malta,2013,human,blood_or_CSF
GCF_902156095.1,Europe_southern,Malta,2013,human,blood_or_CSF
GCF_900511995.1,Europe_southern,Malta,2013,human,blood_or_CSF
GCF_900511975.1,Europe_southern,Malta,2013,human,blood_or_CSF
GCF_900511355.1,Europe_eastern,Poland,2014,human,blood_or_CSF
GCF_900511425.1,Europe_eastern,Poland,2013,human,blood_or_CSF
GCF_900510175.1,Europe_eastern,Poland,2014,human,blood_or_CSF
GCF_900508335.1,Europe_eastern,Poland,2013,human,blood_or_CSF
GCF_900511525.1,Europe_eastern,Poland,2013,human,blood_or_CSF
GCF_900510255.1,Europe_eastern,Poland,2014,human,blood_or_CSF
GCF_900510365.1,Europe_eastern,Poland,2014,human,blood_or_CSF
GCF_900502655.1,Europe_southern,Portugal,2013,human,blood_or_CSF
GCF_900502685.1,Europe_southern,Portugal,2013,human,blood_or_CSF
GCF_900502735.1,Europe_southern,Portugal,2013,human,blood_or_CSF
GCF_900502845.1,Europe_southern,Portugal,2014,human,blood_or_CSF
GCF_900502895.1,Europe_southern,Portugal,2014,human,blood_or_CSF
GCF_900501885.1,Europe_southern,Portugal,2014,human,blood_or_CSF
GCF_900502035.1,Europe_southern,Portugal,2014,human,blood_or_CSF
GCF_900502125.1,Europe_southern,Portugal,2014,human,blood_or_CSF
GCF_900503875.1,Europe_eastern,Romania,2014,human,blood_or_CSF
GCF_900503945.1,Europe_eastern,Romania,2014,human,blood_or_CSF
GCF_900504345.1,Europe_eastern,Romania,2013,human,blood_or_CSF
GCF_900504755.1,Europe_eastern,Romania,2014,human,blood_or_CSF
GCF_900504575.1,Europe_eastern,Romania,2013,human,blood_or_CSF
GCF_900504035.1,Europe_eastern,Romania,2013,human,blood_or_CSF
GCF_900504105.1,Europe_eastern,Romania,2014,human,blood_or_CSF
GCF_900504285.1,Europe_eastern,Romania,2014,human,blood_or_CSF
GCF_900505305.1,Europe_eastern,Romania,2013,human,blood_or_CSF
GCF_900505475.1,Europe_eastern,Romania,2013,human,blood_or_CSF
GCF_900505575.1,Europe_eastern,Romania,2013,human,blood_or_CSF
GCF_900505045.1,Europe_southern,Serbia,2014,human,blood_or_CSF
GCF_900503405.1,Europe_southern,Serbia,2014,human,blood_or_CSF
GCF_900505145.1,Europe_southern,Serbia,2013,human,blood_or_CSF
GCF_900505195.1,Europe_southern,Serbia,2013,human,blood_or_CSF
GCF_900505155.1,Europe_southern,Serbia,2014,human,blood_or_CSF
GCF_900503435.1,Europe_southern,Serbia,2013,human,blood_or_CSF
GCF_900505165.1,Europe_southern,Serbia,2013,human,blood_or_CSF
GCF_900503475.1,Europe_southern,Serbia,2013,human,blood_or_CSF
GCF_900505235.1,Europe_southern,Serbia,2014,human,blood_or_CSF
GCF_900505275.1,Europe_southern,Serbia,2013,human,blood_or_CSF
GCF_900503445.1,Europe_southern,Serbia,2014,human,blood_or_CSF
GCF_900505345.1,Europe_southern,Serbia,2014,human,blood_or_CSF
GCF_900509805.1,Europe_southern,Serbia,2013,human,blood_or_CSF
GCF_900503545.1,Europe_southern,Serbia,2013,human,blood_or_CSF
GCF_900503535.1,Europe_southern,Serbia,2014,human,blood_or_CSF
GCF_900503565.1,Europe_southern,Serbia,2013,human,blood_or_CSF
